"","date","time","volume","tradingphase"
"3828","2020-05-27","13:50:00",522509,"CONTINUOUS"
"3829","2020-05-27","13:55:00",620694,"CONTINUOUS"
"3830","2020-05-27","14:00:00",670821,"CONTINUOUS"
"3831","2020-05-27","14:05:00",515722,"CONTINUOUS"
"3832","2020-05-27","14:10:00",699091,"CONTINUOUS"
"3833","2020-05-27","14:15:00",472183,"CONTINUOUS"
"3834","2020-05-27","14:20:00",552296,"CONTINUOUS"
"3835","2020-05-27","14:25:00",732002,"CONTINUOUS"
"3836","2020-05-27","14:30:00",683796,"CONTINUOUS"
"3837","2020-05-27","14:35:00",381080,"CONTINUOUS"
"3838","2020-05-27","14:40:00",404113,"CONTINUOUS"
"3839","2020-05-27","14:45:00",647622,"CONTINUOUS"
"3840","2020-05-27","14:50:00",818207,"CONTINUOUS"
"3841","2020-05-27","14:55:00",1161640,"CONTINUOUS"
"3842","2020-05-27","15:00:00",1381154,"CONTINUOUS"
"3843","2020-05-27","15:05:00",1059723,"CONTINUOUS"
"3844","2020-05-27","15:10:00",1055587,"CONTINUOUS"
"3845","2020-05-27","15:15:00",1040743,"CONTINUOUS"
"3846","2020-05-27","15:20:00",858884,"CONTINUOUS"
"3847","2020-05-27","15:25:00",1463150,"CONTINUOUS"
"3848","2020-05-27","",36693182,"CLOSING AUCTION"
"3849","2020-05-28","",780246,"OPENING AUCTION"
"3850","2020-05-28","07:00:00",905655,"CONTINUOUS"
"3851","2020-05-28","07:05:00",240148,"CONTINUOUS"
"3852","2020-05-28","07:10:00",367160,"CONTINUOUS"
"3853","2020-05-28","07:15:00",330760,"CONTINUOUS"
"3854","2020-05-28","07:20:00",458851,"CONTINUOUS"
"3855","2020-05-28","07:25:00",219595,"CONTINUOUS"
"3856","2020-05-28","07:30:00",208058,"CONTINUOUS"
"3857","2020-05-28","07:35:00",212139,"CONTINUOUS"
"3858","2020-05-28","07:40:00",254191,"CONTINUOUS"
"3859","2020-05-28","07:45:00",201643,"CONTINUOUS"
"3860","2020-05-28","07:50:00",154333,"CONTINUOUS"
"3861","2020-05-28","07:55:00",164320,"CONTINUOUS"
"3862","2020-05-28","08:00:00",128302,"CONTINUOUS"
"3863","2020-05-28","08:05:00",145013,"CONTINUOUS"
"3864","2020-05-28","08:10:00",46048,"CONTINUOUS"
"3865","2020-05-28","08:15:00",199331,"CONTINUOUS"
"3866","2020-05-28","08:20:00",116763,"CONTINUOUS"
"3867","2020-05-28","08:25:00",122703,"CONTINUOUS"
"3868","2020-05-28","08:30:00",831497,"CONTINUOUS"
"3869","2020-05-28","08:35:00",255678,"CONTINUOUS"
"3870","2020-05-28","08:40:00",183621,"CONTINUOUS"
"3871","2020-05-28","08:45:00",216545,"CONTINUOUS"
"3872","2020-05-28","08:50:00",148299,"CONTINUOUS"
"3873","2020-05-28","08:55:00",129892,"CONTINUOUS"
"3874","2020-05-28","09:00:00",165898,"CONTINUOUS"
"3875","2020-05-28","09:05:00",75365,"CONTINUOUS"
"3876","2020-05-28","09:10:00",91775,"CONTINUOUS"
"3877","2020-05-28","09:15:00",46746,"CONTINUOUS"
"3878","2020-05-28","09:20:00",42006,"CONTINUOUS"
"3879","2020-05-28","09:25:00",93773,"CONTINUOUS"
"3880","2020-05-28","09:30:00",644162,"CONTINUOUS"
"3881","2020-05-28","09:35:00",251875,"CONTINUOUS"
"3882","2020-05-28","09:40:00",313255,"CONTINUOUS"
"3883","2020-05-28","09:45:00",104359,"CONTINUOUS"
"3884","2020-05-28","09:50:00",139802,"CONTINUOUS"
"3885","2020-05-28","09:55:00",760131,"CONTINUOUS"
"3886","2020-05-28","10:00:00",190636,"CONTINUOUS"
"3887","2020-05-28","10:05:00",386056,"CONTINUOUS"
"3888","2020-05-28","10:10:00",253605,"CONTINUOUS"
"3889","2020-05-28","10:15:00",170839,"CONTINUOUS"
"3890","2020-05-28","10:20:00",1318777,"CONTINUOUS"
"3891","2020-05-28","10:25:00",1376356,"CONTINUOUS"
"3892","2020-05-28","10:30:00",576359,"CONTINUOUS"
"3893","2020-05-28","10:35:00",238425,"CONTINUOUS"
"3894","2020-05-28","10:40:00",212517,"CONTINUOUS"
"3895","2020-05-28","10:45:00",214813,"CONTINUOUS"
"3896","2020-05-28","10:50:00",288060,"CONTINUOUS"
"3897","2020-05-28","10:55:00",328759,"CONTINUOUS"
"3898","2020-05-28","11:00:00",283399,"CONTINUOUS"
"3899","2020-05-28","11:05:00",276407,"CONTINUOUS"
"3900","2020-05-28","11:10:00",106374,"CONTINUOUS"
"3901","2020-05-28","11:15:00",71948,"CONTINUOUS"
"3902","2020-05-28","11:20:00",158929,"CONTINUOUS"
"3903","2020-05-28","11:25:00",99259,"CONTINUOUS"
"3904","2020-05-28","11:30:00",156492,"CONTINUOUS"
"3905","2020-05-28","11:35:00",192818,"CONTINUOUS"
"3906","2020-05-28","11:40:00",354769,"CONTINUOUS"
"3907","2020-05-28","11:45:00",98351,"CONTINUOUS"
"3908","2020-05-28","11:50:00",270916,"CONTINUOUS"
"3909","2020-05-28","11:55:00",176818,"CONTINUOUS"
"3910","2020-05-28","12:00:00",440326,"CONTINUOUS"
"3911","2020-05-28","12:05:00",115910,"CONTINUOUS"
"3912","2020-05-28","12:10:00",223663,"CONTINUOUS"
"3913","2020-05-28","12:15:00",95639,"CONTINUOUS"
"3914","2020-05-28","12:20:00",146963,"CONTINUOUS"
"3915","2020-05-28","12:25:00",126378,"CONTINUOUS"
"3916","2020-05-28","12:30:00",246559,"CONTINUOUS"
"3917","2020-05-28","12:35:00",266733,"CONTINUOUS"
"3918","2020-05-28","12:40:00",155633,"CONTINUOUS"
"3919","2020-05-28","12:45:00",158840,"CONTINUOUS"
"3920","2020-05-28","12:50:00",105936,"CONTINUOUS"
"3921","2020-05-28","12:55:00",92734,"CONTINUOUS"
"3922","2020-05-28","13:00:00",391268,"CONTINUOUS"
"3923","2020-05-28","13:05:00",285518,"CONTINUOUS"
"3924","2020-05-28","13:10:00",198541,"CONTINUOUS"
"3925","2020-05-28","13:15:00",237464,"CONTINUOUS"
"3926","2020-05-28","13:20:00",254580,"CONTINUOUS"
"3927","2020-05-28","13:25:00",709563,"CONTINUOUS"
"3928","2020-05-28","13:30:00",754308,"CONTINUOUS"
"3929","2020-05-28","13:35:00",456595,"CONTINUOUS"
"3930","2020-05-28","13:40:00",473927,"CONTINUOUS"
"3931","2020-05-28","13:45:00",534969,"CONTINUOUS"
"3932","2020-05-28","13:50:00",467123,"CONTINUOUS"
"3933","2020-05-28","13:55:00",453367,"CONTINUOUS"
"3934","2020-05-28","14:00:00",602004,"CONTINUOUS"
"3935","2020-05-28","14:05:00",389448,"CONTINUOUS"
"3936","2020-05-28","14:10:00",230953,"CONTINUOUS"
"3937","2020-05-28","14:15:00",449417,"CONTINUOUS"
"3938","2020-05-28","14:20:00",306973,"CONTINUOUS"
"3939","2020-05-28","14:25:00",338368,"CONTINUOUS"
"3940","2020-05-28","14:30:00",327406,"CONTINUOUS"
"3941","2020-05-28","14:35:00",363584,"CONTINUOUS"
"3942","2020-05-28","14:40:00",676179,"CONTINUOUS"
"3943","2020-05-28","14:45:00",375696,"CONTINUOUS"
"3944","2020-05-28","14:50:00",515648,"CONTINUOUS"
"3945","2020-05-28","14:55:00",529147,"CONTINUOUS"
"3946","2020-05-28","15:00:00",448903,"CONTINUOUS"
"3947","2020-05-28","15:05:00",698885,"CONTINUOUS"
"3948","2020-05-28","15:10:00",487240,"CONTINUOUS"
"3949","2020-05-28","15:15:00",611816,"CONTINUOUS"
"3950","2020-05-28","15:20:00",814951,"CONTINUOUS"
"3951","2020-05-28","15:25:00",811031,"CONTINUOUS"
"3952","2020-05-28","",44673341,"CLOSING AUCTION"
"3953","2020-06-01","",459348,"OPENING AUCTION"
"3954","2020-06-01","07:00:00",290579,"CONTINUOUS"
"3955","2020-06-01","07:05:00",172323,"CONTINUOUS"
"3956","2020-06-01","07:10:00",115115,"CONTINUOUS"
"3957","2020-06-01","07:15:00",92831,"CONTINUOUS"
"3958","2020-06-01","07:20:00",43837,"CONTINUOUS"
"3959","2020-06-01","07:25:00",105089,"CONTINUOUS"
"3960","2020-06-01","07:30:00",13663,"CONTINUOUS"
"3961","2020-06-01","07:35:00",115004,"CONTINUOUS"
"3962","2020-06-01","07:40:00",54867,"CONTINUOUS"
"3963","2020-06-01","07:45:00",12627,"CONTINUOUS"
"3964","2020-06-01","07:50:00",84866,"CONTINUOUS"
"3965","2020-06-01","07:55:00",144101,"CONTINUOUS"
"3966","2020-06-01","08:00:00",80026,"CONTINUOUS"
"3967","2020-06-01","08:05:00",331512,"CONTINUOUS"
"3968","2020-06-01","08:10:00",199944,"CONTINUOUS"
"3969","2020-06-01","08:15:00",59937,"CONTINUOUS"
"3970","2020-06-01","08:20:00",44025,"CONTINUOUS"
"3971","2020-06-01","08:25:00",156794,"CONTINUOUS"
"3972","2020-06-01","08:30:00",127488,"CONTINUOUS"
"3973","2020-06-01","08:35:00",54914,"CONTINUOUS"
"3974","2020-06-01","08:40:00",54673,"CONTINUOUS"
"3975","2020-06-01","08:45:00",415136,"CONTINUOUS"
"3976","2020-06-01","08:50:00",216322,"CONTINUOUS"
"3977","2020-06-01","08:55:00",102426,"CONTINUOUS"
"3978","2020-06-01","09:00:00",135344,"CONTINUOUS"
"3979","2020-06-01","09:05:00",333615,"CONTINUOUS"
"3980","2020-06-01","09:10:00",99456,"CONTINUOUS"
"3981","2020-06-01","09:15:00",40585,"CONTINUOUS"
"3982","2020-06-01","09:20:00",43627,"CONTINUOUS"
"3983","2020-06-01","09:25:00",120735,"CONTINUOUS"
"3984","2020-06-01","09:30:00",77261,"CONTINUOUS"
"3985","2020-06-01","09:35:00",65724,"CONTINUOUS"
"3986","2020-06-01","09:40:00",55156,"CONTINUOUS"
"3987","2020-06-01","09:45:00",38476,"CONTINUOUS"
"3988","2020-06-01","09:50:00",70376,"CONTINUOUS"
"3989","2020-06-01","09:55:00",37313,"CONTINUOUS"
"3990","2020-06-01","10:00:00",71888,"CONTINUOUS"
"3991","2020-06-01","10:05:00",128061,"CONTINUOUS"
"3992","2020-06-01","10:10:00",39956,"CONTINUOUS"
"3993","2020-06-01","10:15:00",98577,"CONTINUOUS"
"3994","2020-06-01","10:20:00",34685,"CONTINUOUS"
"3995","2020-06-01","10:25:00",19271,"CONTINUOUS"
"3996","2020-06-01","10:30:00",62285,"CONTINUOUS"
"3997","2020-06-01","10:35:00",77178,"CONTINUOUS"
"3998","2020-06-01","10:40:00",41314,"CONTINUOUS"
"3999","2020-06-01","10:45:00",98034,"CONTINUOUS"
"4000","2020-06-01","10:50:00",51321,"CONTINUOUS"
"4001","2020-06-01","10:55:00",31004,"CONTINUOUS"
"4002","2020-06-01","11:00:00",89038,"CONTINUOUS"
"4003","2020-06-01","11:05:00",56787,"CONTINUOUS"
"4004","2020-06-01","11:10:00",97514,"CONTINUOUS"
"4005","2020-06-01","11:15:00",85628,"CONTINUOUS"
"4006","2020-06-01","11:20:00",17579,"CONTINUOUS"
"4007","2020-06-01","11:25:00",6074,"CONTINUOUS"
"4008","2020-06-01","11:30:00",47972,"CONTINUOUS"
"4009","2020-06-01","11:35:00",29693,"CONTINUOUS"
"4010","2020-06-01","11:40:00",115462,"CONTINUOUS"
"4011","2020-06-01","11:45:00",164394,"CONTINUOUS"
"4012","2020-06-01","11:50:00",158452,"CONTINUOUS"
"4013","2020-06-01","11:55:00",283198,"CONTINUOUS"
"4014","2020-06-01","12:00:00",237292,"CONTINUOUS"
"4015","2020-06-01","12:05:00",82886,"CONTINUOUS"
"4016","2020-06-01","12:10:00",59525,"CONTINUOUS"
"4017","2020-06-01","12:15:00",130391,"CONTINUOUS"
"4018","2020-06-01","12:20:00",95308,"CONTINUOUS"
"4019","2020-06-01","12:25:00",101034,"CONTINUOUS"
"4020","2020-06-01","12:30:00",153064,"CONTINUOUS"
"4021","2020-06-01","12:35:00",215545,"CONTINUOUS"
"4022","2020-06-01","12:40:00",50438,"CONTINUOUS"
"4023","2020-06-01","12:45:00",79689,"CONTINUOUS"
"4024","2020-06-01","12:50:00",328549,"CONTINUOUS"
"4025","2020-06-01","12:55:00",163977,"CONTINUOUS"
"4026","2020-06-01","13:00:00",139894,"CONTINUOUS"
"4027","2020-06-01","13:05:00",116432,"CONTINUOUS"
"4028","2020-06-01","13:10:00",137588,"CONTINUOUS"
"4029","2020-06-01","13:15:00",75583,"CONTINUOUS"
"4030","2020-06-01","13:20:00",46242,"CONTINUOUS"
"4031","2020-06-01","13:25:00",163915,"CONTINUOUS"
"4032","2020-06-01","13:30:00",185230,"CONTINUOUS"
"4033","2020-06-01","13:35:00",127250,"CONTINUOUS"
"4034","2020-06-01","13:40:00",113406,"CONTINUOUS"
"4035","2020-06-01","13:45:00",115405,"CONTINUOUS"
"4036","2020-06-01","13:50:00",179393,"CONTINUOUS"
"4037","2020-06-01","13:55:00",610888,"CONTINUOUS"
"4038","2020-06-01","14:00:00",258496,"CONTINUOUS"
"4039","2020-06-01","14:05:00",109005,"CONTINUOUS"
"4040","2020-06-01","14:10:00",221704,"CONTINUOUS"
"4041","2020-06-01","14:15:00",138747,"CONTINUOUS"
"4042","2020-06-01","14:20:00",181299,"CONTINUOUS"
"4043","2020-06-01","14:25:00",235519,"CONTINUOUS"
"4044","2020-06-01","14:30:00",119749,"CONTINUOUS"
"4045","2020-06-01","14:35:00",68910,"CONTINUOUS"
"4046","2020-06-01","14:40:00",143107,"CONTINUOUS"
"4047","2020-06-01","14:45:00",118406,"CONTINUOUS"
"4048","2020-06-01","14:50:00",157723,"CONTINUOUS"
"4049","2020-06-01","14:55:00",193610,"CONTINUOUS"
"4050","2020-06-01","15:00:00",392344,"CONTINUOUS"
"4051","2020-06-01","15:05:00",278967,"CONTINUOUS"
"4052","2020-06-01","15:10:00",341736,"CONTINUOUS"
"4053","2020-06-01","15:15:00",358184,"CONTINUOUS"
"4054","2020-06-01","15:20:00",390461,"CONTINUOUS"
"4055","2020-06-01","15:25:00",501472,"CONTINUOUS"
"4056","2020-06-01","",19347981,"CLOSING AUCTION"
"4057","2020-06-02","",486819,"OPENING AUCTION"
"4058","2020-06-02","07:00:00",318814,"CONTINUOUS"
"4059","2020-06-02","07:05:00",1079656,"CONTINUOUS"
"4060","2020-06-02","07:10:00",1072872,"CONTINUOUS"
"4061","2020-06-02","07:15:00",308933,"CONTINUOUS"
"4062","2020-06-02","07:20:00",240641,"CONTINUOUS"
"4063","2020-06-02","07:25:00",334070,"CONTINUOUS"
"4064","2020-06-02","07:30:00",128514,"CONTINUOUS"
"4065","2020-06-02","07:35:00",182848,"CONTINUOUS"
"4066","2020-06-02","07:40:00",474544,"CONTINUOUS"
"4067","2020-06-02","07:45:00",641607,"CONTINUOUS"
"4068","2020-06-02","07:50:00",496118,"CONTINUOUS"
"4069","2020-06-02","07:55:00",160008,"CONTINUOUS"
"4070","2020-06-02","08:00:00",249063,"CONTINUOUS"
"4071","2020-06-02","08:05:00",272645,"CONTINUOUS"
"4072","2020-06-02","08:10:00",557754,"CONTINUOUS"
"4073","2020-06-02","08:15:00",313384,"CONTINUOUS"
"4074","2020-06-02","08:20:00",98264,"CONTINUOUS"
"4075","2020-06-02","08:25:00",203917,"CONTINUOUS"
"4076","2020-06-02","08:30:00",255652,"CONTINUOUS"
"4077","2020-06-02","08:35:00",108145,"CONTINUOUS"
"4078","2020-06-02","08:40:00",133415,"CONTINUOUS"
"4079","2020-06-02","08:45:00",148082,"CONTINUOUS"
"4080","2020-06-02","08:50:00",200620,"CONTINUOUS"
"4081","2020-06-02","08:55:00",160307,"CONTINUOUS"
"4082","2020-06-02","09:00:00",103045,"CONTINUOUS"
"4083","2020-06-02","09:05:00",199573,"CONTINUOUS"
"4084","2020-06-02","09:10:00",119719,"CONTINUOUS"
"4085","2020-06-02","09:15:00",127506,"CONTINUOUS"
"4086","2020-06-02","09:20:00",115268,"CONTINUOUS"
"4087","2020-06-02","09:25:00",153153,"CONTINUOUS"
"4088","2020-06-02","09:30:00",318494,"CONTINUOUS"
"4089","2020-06-02","09:35:00",227726,"CONTINUOUS"
"4090","2020-06-02","09:40:00",167924,"CONTINUOUS"
"4091","2020-06-02","09:45:00",163909,"CONTINUOUS"
"4092","2020-06-02","09:50:00",122102,"CONTINUOUS"
"4093","2020-06-02","09:55:00",255071,"CONTINUOUS"
"4094","2020-06-02","10:00:00",201900,"CONTINUOUS"
"4095","2020-06-02","10:05:00",43943,"CONTINUOUS"
"4096","2020-06-02","10:10:00",136345,"CONTINUOUS"
"4097","2020-06-02","10:15:00",84343,"CONTINUOUS"
"4098","2020-06-02","10:20:00",116048,"CONTINUOUS"
"4099","2020-06-02","10:25:00",43759,"CONTINUOUS"
"4100","2020-06-02","10:30:00",163640,"CONTINUOUS"
"4101","2020-06-02","10:35:00",213336,"CONTINUOUS"
"4102","2020-06-02","10:40:00",82467,"CONTINUOUS"
"4103","2020-06-02","10:45:00",100916,"CONTINUOUS"
"4104","2020-06-02","10:50:00",219903,"CONTINUOUS"
"4105","2020-06-02","10:55:00",186379,"CONTINUOUS"
"4106","2020-06-02","11:00:00",191926,"CONTINUOUS"
"4107","2020-06-02","11:05:00",109916,"CONTINUOUS"
"4108","2020-06-02","11:10:00",96494,"CONTINUOUS"
"4109","2020-06-02","11:15:00",95877,"CONTINUOUS"
"4110","2020-06-02","11:20:00",106852,"CONTINUOUS"
"4111","2020-06-02","11:25:00",121242,"CONTINUOUS"
"4112","2020-06-02","11:30:00",108183,"CONTINUOUS"
"4113","2020-06-02","11:35:00",166686,"CONTINUOUS"
"4114","2020-06-02","11:40:00",127649,"CONTINUOUS"
"4115","2020-06-02","11:45:00",221755,"CONTINUOUS"
"4116","2020-06-02","11:50:00",82095,"CONTINUOUS"
"4117","2020-06-02","11:55:00",156311,"CONTINUOUS"
"4118","2020-06-02","12:00:00",186495,"CONTINUOUS"
"4119","2020-06-02","12:05:00",388275,"CONTINUOUS"
"4120","2020-06-02","12:10:00",254639,"CONTINUOUS"
"4121","2020-06-02","12:15:00",238257,"CONTINUOUS"
"4122","2020-06-02","12:20:00",227072,"CONTINUOUS"
"4123","2020-06-02","12:25:00",182912,"CONTINUOUS"
"4124","2020-06-02","12:30:00",149080,"CONTINUOUS"
"4125","2020-06-02","12:35:00",212345,"CONTINUOUS"
"4126","2020-06-02","12:40:00",206216,"CONTINUOUS"
"4127","2020-06-02","12:45:00",280910,"CONTINUOUS"
"4128","2020-06-02","12:50:00",391658,"CONTINUOUS"
"4129","2020-06-02","12:55:00",159872,"CONTINUOUS"
"4130","2020-06-02","13:00:00",93997,"CONTINUOUS"
"4131","2020-06-02","13:05:00",102729,"CONTINUOUS"
"4132","2020-06-02","13:10:00",180066,"CONTINUOUS"
"4133","2020-06-02","13:15:00",166472,"CONTINUOUS"
"4134","2020-06-02","13:20:00",239019,"CONTINUOUS"
"4135","2020-06-02","13:25:00",446597,"CONTINUOUS"
"4136","2020-06-02","13:30:00",558440,"CONTINUOUS"
"4137","2020-06-02","13:35:00",289300,"CONTINUOUS"
"4138","2020-06-02","13:40:00",244646,"CONTINUOUS"
"4139","2020-06-02","13:45:00",464576,"CONTINUOUS"
"4140","2020-06-02","13:50:00",635047,"CONTINUOUS"
"4141","2020-06-02","13:55:00",892937,"CONTINUOUS"
"4142","2020-06-02","14:00:00",482914,"CONTINUOUS"
"4143","2020-06-02","14:05:00",642805,"CONTINUOUS"
"4144","2020-06-02","14:10:00",227536,"CONTINUOUS"
"4145","2020-06-02","14:15:00",257286,"CONTINUOUS"
"4146","2020-06-02","14:20:00",316433,"CONTINUOUS"
"4147","2020-06-02","14:25:00",629775,"CONTINUOUS"
"4148","2020-06-02","14:30:00",716730,"CONTINUOUS"
"4149","2020-06-02","14:35:00",600310,"CONTINUOUS"
"4150","2020-06-02","14:40:00",391293,"CONTINUOUS"
"4151","2020-06-02","14:45:00",675980,"CONTINUOUS"
"4152","2020-06-02","14:50:00",653650,"CONTINUOUS"
"4153","2020-06-02","14:55:00",363155,"CONTINUOUS"
"4154","2020-06-02","15:00:00",425716,"CONTINUOUS"
"4155","2020-06-02","15:05:00",417149,"CONTINUOUS"
"4156","2020-06-02","15:10:00",338637,"CONTINUOUS"
"4157","2020-06-02","15:15:00",393197,"CONTINUOUS"
"4158","2020-06-02","15:20:00",335684,"CONTINUOUS"
"4159","2020-06-02","15:25:00",562861,"CONTINUOUS"
"4160","2020-06-02","",22179222,"CLOSING AUCTION"
"4161","2020-06-03","",650559,"OPENING AUCTION"
"4162","2020-06-03","07:00:00",154959,"CONTINUOUS"
"4163","2020-06-03","07:05:00",689524,"CONTINUOUS"
"4164","2020-06-03","07:10:00",1324989,"CONTINUOUS"
"4165","2020-06-03","07:15:00",1017595,"CONTINUOUS"
"4166","2020-06-03","07:20:00",512197,"CONTINUOUS"
"4167","2020-06-03","07:25:00",477142,"CONTINUOUS"
"4168","2020-06-03","07:30:00",470296,"CONTINUOUS"
"4169","2020-06-03","07:35:00",574416,"CONTINUOUS"
"4170","2020-06-03","07:40:00",317473,"CONTINUOUS"
"4171","2020-06-03","07:45:00",368250,"CONTINUOUS"
"4172","2020-06-03","07:50:00",583039,"CONTINUOUS"
"4173","2020-06-03","07:55:00",188701,"CONTINUOUS"
"4174","2020-06-03","08:00:00",232647,"CONTINUOUS"
"4175","2020-06-03","08:05:00",247378,"CONTINUOUS"
"4176","2020-06-03","08:10:00",203566,"CONTINUOUS"
"4177","2020-06-03","08:15:00",171457,"CONTINUOUS"
"4178","2020-06-03","08:20:00",256888,"CONTINUOUS"
"4179","2020-06-03","08:25:00",200814,"CONTINUOUS"
"4180","2020-06-03","08:30:00",180488,"CONTINUOUS"
"4181","2020-06-03","08:35:00",186676,"CONTINUOUS"
"4182","2020-06-03","08:40:00",216285,"CONTINUOUS"
"4183","2020-06-03","08:45:00",289091,"CONTINUOUS"
"4184","2020-06-03","08:50:00",139135,"CONTINUOUS"
"4185","2020-06-03","08:55:00",307039,"CONTINUOUS"
"4186","2020-06-03","09:00:00",294298,"CONTINUOUS"
"4187","2020-06-03","09:05:00",468669,"CONTINUOUS"
"4188","2020-06-03","09:10:00",305772,"CONTINUOUS"
"4189","2020-06-03","09:15:00",440706,"CONTINUOUS"
"4190","2020-06-03","09:20:00",871334,"CONTINUOUS"
"4191","2020-06-03","09:25:00",562400,"CONTINUOUS"
"4192","2020-06-03","09:30:00",616213,"CONTINUOUS"
"4193","2020-06-03","09:35:00",512484,"CONTINUOUS"
"4194","2020-06-03","09:40:00",231923,"CONTINUOUS"
"4195","2020-06-03","09:45:00",209992,"CONTINUOUS"
"4196","2020-06-03","09:50:00",115150,"CONTINUOUS"
"4197","2020-06-03","09:55:00",639796,"CONTINUOUS"
"4198","2020-06-03","10:00:00",222810,"CONTINUOUS"
"4199","2020-06-03","10:05:00",157722,"CONTINUOUS"
"4200","2020-06-03","10:10:00",158140,"CONTINUOUS"
"4201","2020-06-03","10:15:00",94561,"CONTINUOUS"
"4202","2020-06-03","10:20:00",246260,"CONTINUOUS"
"4203","2020-06-03","10:25:00",163917,"CONTINUOUS"
"4204","2020-06-03","10:30:00",148637,"CONTINUOUS"
"4205","2020-06-03","10:35:00",72679,"CONTINUOUS"
"4206","2020-06-03","10:40:00",82975,"CONTINUOUS"
"4207","2020-06-03","10:45:00",169457,"CONTINUOUS"
"4208","2020-06-03","10:50:00",200294,"CONTINUOUS"
"4209","2020-06-03","10:55:00",523787,"CONTINUOUS"
"4210","2020-06-03","11:00:00",354645,"CONTINUOUS"
"4211","2020-06-03","11:05:00",223903,"CONTINUOUS"
"4212","2020-06-03","11:10:00",249378,"CONTINUOUS"
"4213","2020-06-03","11:15:00",280234,"CONTINUOUS"
"4214","2020-06-03","11:20:00",379781,"CONTINUOUS"
"4215","2020-06-03","11:25:00",77458,"CONTINUOUS"
"4216","2020-06-03","11:30:00",134016,"CONTINUOUS"
"4217","2020-06-03","11:35:00",189994,"CONTINUOUS"
"4218","2020-06-03","11:40:00",190785,"CONTINUOUS"
"4219","2020-06-03","11:45:00",131987,"CONTINUOUS"
"4220","2020-06-03","11:50:00",246492,"CONTINUOUS"
"4221","2020-06-03","11:55:00",117188,"CONTINUOUS"
"4222","2020-06-03","12:00:00",142516,"CONTINUOUS"
"4223","2020-06-03","12:05:00",34447,"CONTINUOUS"
"4224","2020-06-03","12:10:00",78214,"CONTINUOUS"
"4225","2020-06-03","12:15:00",227902,"CONTINUOUS"
"4226","2020-06-03","12:20:00",157690,"CONTINUOUS"
"4227","2020-06-03","12:25:00",375815,"CONTINUOUS"
"4228","2020-06-03","12:30:00",287464,"CONTINUOUS"
"4229","2020-06-03","12:35:00",568392,"CONTINUOUS"
"4230","2020-06-03","12:40:00",306054,"CONTINUOUS"
"4231","2020-06-03","12:45:00",256931,"CONTINUOUS"
"4232","2020-06-03","12:50:00",434742,"CONTINUOUS"
"4233","2020-06-03","12:55:00",331045,"CONTINUOUS"
"4234","2020-06-03","13:00:00",221440,"CONTINUOUS"
"4235","2020-06-03","13:05:00",303189,"CONTINUOUS"
"4236","2020-06-03","13:10:00",425302,"CONTINUOUS"
"4237","2020-06-03","13:15:00",494462,"CONTINUOUS"
"4238","2020-06-03","13:20:00",1133841,"CONTINUOUS"
"4239","2020-06-03","13:25:00",664054,"CONTINUOUS"
"4240","2020-06-03","13:30:00",1510544,"CONTINUOUS"
"4241","2020-06-03","13:35:00",596021,"CONTINUOUS"
"4242","2020-06-03","13:40:00",369191,"CONTINUOUS"
"4243","2020-06-03","13:45:00",540078,"CONTINUOUS"
"4244","2020-06-03","13:50:00",616627,"CONTINUOUS"
"4245","2020-06-03","13:55:00",305550,"CONTINUOUS"
"4246","2020-06-03","14:00:00",1128535,"CONTINUOUS"
"4247","2020-06-03","14:05:00",553164,"CONTINUOUS"
"4248","2020-06-03","14:10:00",549496,"CONTINUOUS"
"4249","2020-06-03","14:15:00",457532,"CONTINUOUS"
"4250","2020-06-03","14:20:00",605196,"CONTINUOUS"
"4251","2020-06-03","14:25:00",874091,"CONTINUOUS"
"4252","2020-06-03","14:30:00",495211,"CONTINUOUS"
"4253","2020-06-03","14:35:00",353522,"CONTINUOUS"
"4254","2020-06-03","14:40:00",805923,"CONTINUOUS"
"4255","2020-06-03","14:45:00",1114130,"CONTINUOUS"
"4256","2020-06-03","14:50:00",579906,"CONTINUOUS"
"4257","2020-06-03","14:55:00",669484,"CONTINUOUS"
"4258","2020-06-03","15:00:00",584461,"CONTINUOUS"
"4259","2020-06-03","15:05:00",1064524,"CONTINUOUS"
"4260","2020-06-03","15:10:00",832958,"CONTINUOUS"
"4261","2020-06-03","15:15:00",731994,"CONTINUOUS"
"4262","2020-06-03","15:20:00",738492,"CONTINUOUS"
"4263","2020-06-03","15:25:00",896132,"CONTINUOUS"
"4264","2020-06-03","",27403724,"CLOSING AUCTION"
"4265","2020-06-04","",284758,"OPENING AUCTION"
"4266","2020-06-04","07:00:00",367127,"CONTINUOUS"
"4267","2020-06-04","07:05:00",500375,"CONTINUOUS"
"4268","2020-06-04","07:10:00",334991,"CONTINUOUS"
"4269","2020-06-04","07:15:00",220089,"CONTINUOUS"
"4270","2020-06-04","07:20:00",339340,"CONTINUOUS"
"4271","2020-06-04","07:25:00",310438,"CONTINUOUS"
"4272","2020-06-04","07:30:00",124582,"CONTINUOUS"
"4273","2020-06-04","07:35:00",149361,"CONTINUOUS"
"4274","2020-06-04","07:40:00",222971,"CONTINUOUS"
"4275","2020-06-04","07:45:00",64168,"CONTINUOUS"
"4276","2020-06-04","07:50:00",171849,"CONTINUOUS"
"4277","2020-06-04","07:55:00",113342,"CONTINUOUS"
"4278","2020-06-04","08:00:00",111236,"CONTINUOUS"
